country,state,postcode,street,building,address_id
Australia,NSW,2036,Carberry Trail,9816,586
Australia,NSW,2133,Gina Pass,36912,587
Australia,QLD,4300,Hoepker Lane,86857,588
Australia,NSW,2340,Arkansas Terrace,8435,589
Australia,NSW,2010,Novick Center,25,590
Australia,QLD,4305,Elka Place,278,591
Australia,QLD,4340,Cottonwood Park,67,592
Australia,Victoria,3137,Knutson Road,60010,593
Australia,NSW,2075,Hayes Park,945,594
Australia,Victoria,3068,Huxley Parkway,86,595
Australia,NSW,2148,Rigney Way,0,596
Australia,NSW,2539,Meadow Ridge Parkway,71,597
Australia,QLD,4580,Iowa Center,506,598
Australia,QLD,4300,Clove Junction,846,599
Australia,NSW,2750,Pepper Wood Way,7,600
Australia,NSW,2761,Thierer Junction,425,601
Australia,NSW,2566,Ridgeview Circle,876,602
Australia,NSW,2041,Canary Drive,164,603
Australia,QLD,4504,Talmadge Lane,61,604
Australia,NSW,2176,Birchwood Alley,55,605
Australia,NSW,2036,Dapin Drive,3785,606
Australia,QLD,4551,Ryan Hill,83,607
Australia,NSW,2087,Huxley Trail,679,608
Australia,NSW,2212,Hoffman Way,2,609
Australia,NSW,2035,Rowland Court,786,610
Australia,QLD,4120,Drewry Alley,375,611
Australia,NSW,2306,Basil Alley,608,612
Australia,QLD,4075,Schmedeman Hill,9,613
Australia,Victoria,3975,Roth Terrace,95022,614
Australia,NSW,2066,Pawling Circle,66897,615
Australia,QLD,4114,Thackeray Crossing,1,616
Australia,NSW,2763,Schiller Court,363,617
Australia,QLD,4341,Fisk Lane,1923,618
Australia,QLD,4022,Loeprich Avenue,4,619
Australia,NSW,2168,Prentice Road,575,620
Australia,QLD,4116,Melrose Road,8,621
Australia,QLD,4178,Rowland Street,226,622
Australia,QLD,4123,Springs Junction,6,623
Australia,QLD,4132,Garrison Drive,4744,624
Australia,QLD,4820,Nelson Drive,64,625
Australia,NSW,2153,Linden Park,87,626
Australia,Victoria,3076,Glacier Hill Alley,329,627
Australia,Victoria,3028,Cordelia Junction,725,628
Australia,QLD,4035,Cody Place,32,629
Australia,NSW,2326,Namekagon Pass,4,630
Australia,NSW,2145,Petterle Place,165,631
Australia,NSW,2747,Golf Drive,8,632
Australia,NSW,2759,Tennyson Plaza,9427,633
Australia,Victoria,3429,Vermont Center,8300,634
Australia,NSW,2148,Upham Crossing,44,635
Australia,NSW,2204,Forest Avenue,18,636
Australia,Victoria,3337,Michigan Parkway,49,637
Australia,QLD,4218,Hayes Park,831,638
Australia,Victoria,3011,Merry Crossing,491,639
Australia,NSW,2380,Randy Way,598,640
Australia,Victoria,3015,Hagan Park,5873,641
Australia,Victoria,3564,Erie Hill,3,642
Australia,Victoria,3171,Old Gate Pass,678,643
Australia,QLD,4551,Mayfield Road,9,644
Australia,NSW,2560,Crowley Circle,41759,645
Australia,NSW,2565,Dennis Alley,9892,646
Australia,NSW,2035,Moland Trail,58729,647
Australia,Victoria,3850,Coleman Trail,36360,648
Australia,NSW,2519,Aberg Hill,67,649
Australia,NSW,2166,La Follette Way,88,650
Australia,Victoria,3807,Welch Lane,2884,651
Australia,Victoria,3032,Meadow Vale Hill,60,652
Australia,QLD,4800,Eagle Crest Lane,9912,653
Australia,Victoria,3025,Thackeray Circle,355,654
Australia,NSW,2121,Anniversary Avenue,56,655
Australia,NSW,2570,Autumn Leaf Avenue,14,656
Australia,NSW,2577,Graedel Way,30274,657
Australia,Victoria,3084,Mesta Terrace,74013,658
Australia,NSW,2199,Lindbergh Center,15,659
Australia,QLD,4870,Corscot Hill,3,660
Australia,QLD,4171,Nelson Point,77006,661
Australia,Victoria,3975,Mesta Plaza,25,662
Australia,NSW,2134,Namekagon Crossing,1349,663
Australia,NSW,2066,Shasta Avenue,186,664
Australia,QLD,4053,Warbler Road,48,665
Australia,QLD,4740,Farragut Place,756,666
Australia,NSW,2260,Mifflin Hill,197,667
Australia,NSW,2800,Independence Pass,618,668
Australia,NSW,2304,Morning Drive,2836,669
Australia,Victoria,3752,Lawn Hill,8,670
Australia,NSW,2048,Cascade Crossing,99,671
Australia,NSW,2194,Sunfield Circle,4,672
Australia,NSW,2216,Lyons Alley,5,673
Australia,QLD,4352,Sugar Point,96910,674
Australia,NSW,2557,Maple Court,558,675
Australia,NSW,2209,Union Center,9114,676
Australia,NSW,2147,Hanson Junction,76,677
Australia,NSW,2548,Sheridan Park,3,678
Australia,NSW,2262,Forster Point,40545,679
Australia,NSW,2763,Jackson Terrace,8425,680
Australia,NSW,2463,Westerfield Plaza,39035,681
Australia,NSW,2481,Riverside Park,8234,682
Australia,NSW,2072,Daystar Parkway,4535,683
Australia,Victoria,3155,Fallview Avenue,95,684
Australia,Victoria,3095,Bellgrove Trail,75826,685
Australia,QLD,4207,Susan Park,64080,686
Australia,NSW,2577,Veith Pass,8179,687
Australia,NSW,2160,Maple Parkway,5,688
Australia,QLD,4110,Carey Drive,0,689
Australia,NSW,2017,Moose Avenue,1,690
Australia,NSW,2745,Bartelt Center,2,691
Australia,NSW,2769,Sachs Circle,650,692
Australia,QLD,4214,Veith Crossing,16420,693
Australia,Victoria,3805,Charing Cross Plaza,81310,694
Australia,NSW,2770,Merrick Center,37430,695
Australia,NSW,2322,Sheridan Way,6046,696
Australia,QLD,4562,Packers Street,537,697
Australia,NSW,2117,Briar Crest Court,6,698
Australia,NSW,2283,Lillian Plaza,4,699
Australia,NSW,2571,Colorado Plaza,70836,700
Australia,NSW,2233,Emmet Street,15,701
Australia,Victoria,3480,Dottie Court,8,702
Australia,Victoria,3011,Stephen Pass,520,703
Australia,Victoria,3551,Upham Hill,18939,704
Australia,Victoria,3136,Porter Lane,4222,705
Australia,NSW,2753,Nobel Junction,1721,706
Australia,Victoria,3093,Pierstorff Lane,30550,707
Australia,NSW,2232,Morning Drive,6,708
Australia,Victoria,3023,Mariners Cove Place,646,709
Australia,NSW,2153,Londonderry Trail,51,710
Australia,NSW,2176,Darwin Terrace,4086,711
Australia,NSW,2304,Hermina Road,4033,712
Australia,NSW,2567,Banding Avenue,37,713
Australia,QLD,4217,Victoria Plaza,8080,714
Australia,QLD,4615,Hallows Parkway,14254,715
Australia,NSW,2026,Glacier Hill Drive,78,716
Australia,Victoria,3174,Fulton Road,6,717
Australia,NSW,2777,Londonderry Park,76,718
Australia,NSW,2199,School Hill,68861,719
Australia,NSW,2190,Bartelt Lane,9,720
Australia,QLD,4221,Porter Center,29639,721
Australia,NSW,2766,Moulton Drive,5811,722
Australia,Victoria,3551,Ryan Terrace,80027,723
Australia,Victoria,3429,Kingsford Hill,8,724
Australia,Victoria,3150,Emmet Hill,8044,725
Australia,Victoria,3183,Havey Hill,2249,726
Australia,NSW,2145,Stang Terrace,1855,727
Australia,NSW,2154,Riverside Trail,2,728
Australia,NSW,2192,Esker Junction,98,729
Australia,NSW,2145,Pankratz Road,9984,730
Australia,NSW,2290,Mifflin Road,324,731
Australia,Victoria,3073,Cardinal Way,2726,732
Australia,QLD,4811,Talisman Place,3,733
Australia,QLD,4005,West Trail,282,734
Australia,Victoria,3191,Jay Court,8260,735
Australia,QLD,4810,6th Hill,12,736
Australia,QLD,4121,Merchant Avenue,297,737
Australia,NSW,2100,Monica Street,1,738
Australia,NSW,2031,Pankratz Hill,272,739
Australia,Victoria,3111,North Crossing,2,740
Australia,QLD,4305,Dovetail Avenue,345,741
Australia,Victoria,3137,Huxley Center,2826,742
Australia,NSW,2229,Summer Ridge Junction,61043,743
Australia,NSW,2176,Express Avenue,56045,744
Australia,Victoria,3068,Forest Dale Place,760,745
Australia,NSW,2263,Wayridge Place,99,746
Australia,NSW,2117,Dahle Trail,5,747
Australia,QLD,4118,Delaware Plaza,62215,748
Australia,NSW,2594,Dorton Street,37,749
Australia,VIC,3850,Evergreen Center,0,750
Australia,NSW,2536,Maple Avenue,80,751
Australia,VIC,3750,Jana Way,43,752
Australia,QLD,4019,Knutson Place,195,753
Australia,NSW,2197,Melby Park,9,754
Australia,NSW,2227,Vahlen Junction,4,755
Australia,NSW,2540,Monica Way,6330,756
Australia,NSW,2293,Gulseth Hill,7101,757
Australia,NSW,2560,2nd Road,983,758
Australia,NSW,2143,Vidon Center,8,759
Australia,QLD,4305,Helena Drive,36,760
Australia,VIC,3630,Orin Place,20554,761
Australia,NSW,2164,Messerschmidt Park,3903,762
Australia,NSW,2148,Muir Lane,64,763
Australia,NSW,2759,Swallow Terrace,6495,764
Australia,NSW,2150,Loftsgordon Center,33,765
Australia,VIC,3121,Scofield Alley,80,766
Australia,QLD,4350,Milwaukee Pass,64,767
Australia,NSW,2567,Vahlen Avenue,50851,768
Australia,QLD,4305,Bay Drive,88,769
Australia,VIC,3183,Thompson Road,0,770
Australia,QLD,4350,Elka Street,99,771
Australia,QLD,4869,Crest Line Way,2699,772
Australia,NSW,2145,Melody Trail,6,773
Australia,NSW,2137,New Castle Trail,90,774
Australia,NSW,2093,Wayridge Park,2570,775
Australia,NSW,2354,Old Gate Street,70,776
Australia,NSW,2190,Magdeline Terrace,3,777
Australia,QLD,4019,Birchwood Center,36744,778
Australia,QLD,4814,Chinook Street,68,779
Australia,VIC,3201,Valley Edge Plaza,0,780
Australia,NSW,2282,Starling Trail,8,781
Australia,NSW,2223,Crest Line Plaza,3,782
Australia,NSW,2292,Stephen Place,601,783
Australia,NSW,2141,Mockingbird Junction,0,784
Australia,NSW,2126,Burning Wood Circle,37817,785
Australia,VIC,3046,Kropf Lane,2353,786
Australia,VIC,3008,Arkansas Drive,79,787
Australia,NSW,2830,Jackson Hill,4085,788
Australia,NSW,2099,Gulseth Terrace,57,789
Australia,NSW,2250,Morningstar Crossing,52737,790
Australia,NSW,2171,Rockefeller Junction,866,791
Australia,VIC,3076,Kensington Lane,414,792
Australia,NSW,2077,Holy Cross Alley,81,793
Australia,VIC,3156,Loomis Parkway,1,794
Australia,NSW,2756,Brown Circle,572,795
Australia,QLD,4873,Oakridge Drive,92344,796
Australia,QLD,4514,Dawn Street,1626,797
Australia,QLD,4210,Talisman Pass,845,798
Australia,QLD,4551,Manley Court,1899,799
Australia,QLD,4006,Commercial Pass,15067,800
Australia,NSW,2754,5th Street,80932,801
Australia,NSW,2767,Erie Point,18,802
Australia,NSW,2282,Moulton Park,40402,803
Australia,VIC,3810,Norway Maple Trail,246,804
Australia,NSW,2137,Autumn Leaf Plaza,2,805
Australia,NSW,2173,Starling Place,808,806
Australia,NSW,2152,Mandrake Circle,5409,807
Australia,NSW,2340,Bonner Drive,786,808
Australia,NSW,2088,Orin Junction,7175,809
Australia,VIC,3805,Lotheville Street,8208,810
Australia,NSW,2067,Eastlawn Crossing,25689,811
Australia,NSW,2122,Lakewood Gardens Pass,44,812
Australia,VIC,3976,Twin Pines Plaza,87,813
Australia,NSW,2067,Sachtjen Park,65,814
Australia,NSW,2000,Loomis Pass,84,815
Australia,NSW,2040,Westport Road,58047,816
Australia,NSW,2530,American Center,59000,817
Australia,VIC,3175,Scofield Street,659,818
Australia,NSW,2156,Weeping Birch Plaza,388,819
Australia,QLD,4127,Holmberg Terrace,9413,820
Australia,NSW,2066,Village Junction,8640,821
Australia,NSW,2759,Sheridan Trail,177,822
Australia,QLD,4171,Oriole Alley,1,823
Australia,NSW,2073,Ryan Trail,8925,824
Australia,VIC,3218,Nova Junction,77,825
Australia,NSW,2228,Esker Pass,43,826
Australia,QLD,4207,Melody Circle,205,827
Australia,QLD,4114,Anniversary Way,44997,828
Australia,NSW,2430,Bunting Point,4444,829
Australia,VIC,3199,Washington Plaza,3,830
Australia,NSW,2192,Aberg Point,285,831
Australia,QLD,4210,Sachtjen Avenue,4,832
Australia,NSW,2290,Dakota Pass,55,833
Australia,QLD,4350,Green Ridge Circle,6,834
Australia,NSW,2880,Dawn Drive,6841,835
Australia,QLD,4413,Golden Leaf Lane,74251,836
Australia,VIC,3187,Dwight Street,2,837
Australia,VIC,3028,Gulseth Plaza,511,838
Australia,NSW,2166,Grover Point,71801,839
Australia,NSW,2680,Hovde Plaza,69,840
Australia,NSW,2527,Warrior Court,3387,841
Australia,NSW,2147,Derek Street,7837,842
Australia,NSW,2141,Algoma Crossing,0,843
Australia,QLD,4215,Londonderry Point,341,844
Australia,QLD,4701,Di Loreto Point,2661,845
Australia,NSW,2163,Kedzie Terrace,36,846
Australia,QLD,4220,Spenser Drive,615,847
Australia,NSW,2336,Waywood Lane,641,848
Australia,NSW,2650,Buhler Plaza,49,849
Australia,VIC,3031,Graceland Alley,56,850
Australia,QLD,4415,Magdeline Way,3,851
Australia,VIC,3139,Anhalt Way,94,852
Australia,QLD,4122,Parkside Plaza,18,853
Australia,QLD,4055,Transport Pass,681,854
Australia,NSW,2150,Harper Lane,6,855
Australia,QLD,4020,Independence Point,59041,856
Australia,VIC,3975,Hovde Parkway,55,857
Australia,VIC,3147,Reinke Trail,36903,858
Australia,VIC,3623,Nova Junction,938,859
Australia,QLD,4122,Bobwhite Crossing,48,860
Australia,QLD,4356,Ruskin Parkway,7391,861
Australia,NSW,2216,Butternut Crossing,677,862
Australia,VIC,3124,Washington Avenue,8360,863
Australia,NSW,2768,Maywood Pass,519,864
Australia,NSW,2065,Nova Crossing,6712,865
Australia,NSW,2753,Rockefeller Junction,383,866
Australia,NSW,2034,Packers Street,71039,867
Australia,NSW,2650,Hauk Lane,5,868
Australia,NSW,2287,Maywood Trail,2377,869
Australia,NSW,2010,School Street,2,870
Australia,VIC,3034,Straubel Street,9254,871
Australia,NSW,2196,Glacier Hill Parkway,3,872
Australia,NSW,2177,Springview Place,29,873
Australia,QLD,4800,Springview Place,1,874
Australia,NSW,2219,Meadow Valley Avenue,60,875
Australia,NSW,2234,Thompson Hill,42,876
Australia,QLD,4812,Pankratz Street,2,877
Australia,NSW,2065,Marcy Crossing,65345,878
Australia,NSW,2537,Pawling Pass,77,879
Australia,VIC,3191,Dayton Junction,6419,880
Australia,QLD,4870,Hauk Way,5,881
Australia,NSW,2065,Westerfield Junction,923,882
Australia,NSW,2830,Spaight Place,707,883
Australia,QLD,4720,Monument Place,89,884
Australia,QLD,4213,Coleman Parkway,583,885
Australia,NSW,2026,Buena Vista Street,376,886
Australia,VIC,3124,Anderson Avenue,91457,887
Australia,VIC,3765,Ronald Regan Alley,39,888
Australia,NSW,2148,5th Parkway,1,889
Australia,NSW,2165,Meadow Ridge Center,7,890
Australia,NSW,2756,Sheridan Center,41821,891
Australia,NSW,2767,Reindahl Center,7,892
Australia,NSW,2153,Bayside Street,6382,893
Australia,NSW,2148,Manitowish Avenue,850,894
Australia,NSW,2486,Comanche Point,88,895
Australia,VIC,3228,Hayes Center,13845,896
Australia,QLD,4511,South Road,88022,897
Australia,NSW,2340,Northridge Lane,9,898
Australia,QLD,4110,Hallows Circle,95530,899
Australia,QLD,4226,Karstens Place,97,900
Australia,QLD,4506,Summit Pass,237,901
Australia,VIC,3150,Cottonwood Street,1,902
Australia,NSW,2026,Forest Run Avenue,8642,903
Australia,VIC,3084,Bonner Crossing,352,904
Australia,VIC,3802,High Crossing Junction,52726,905
Australia,NSW,2116,Summit Lane,60086,906
Australia,NSW,2747,Farmco Way,5,907
Australia,NSW,2211,Kropf Hill,33,908
Australia,NSW,2222,Derek Pass,2,909
Australia,VIC,3124,Mandrake Lane,87140,910
Australia,NSW,2795,High Crossing Place,69278,911
Australia,NSW,2567,Cordelia Park,42,912
Australia,VIC,3188,2nd Center,50,913
Australia,VIC,3730,Colorado Circle,8,914
Australia,NSW,2234,Daystar Court,55,915
Australia,NSW,2062,Dwight Crossing,21,916
Australia,NSW,2027,Norway Maple Avenue,3828,917
Australia,VIC,3060,Summer Ridge Center,3044,918
Australia,QLD,4131,Carey Center,43455,919
Australia,NSW,2518,Drewry Street,57953,920
Australia,NSW,2323,Luster Junction,3,921
Australia,NSW,2766,Stuart Alley,9987,922
Australia,VIC,3199,Gulseth Way,2309,923
Australia,VIC,3158,Dixon Place,730,924
Australia,VIC,3188,Cordelia Parkway,10421,925
Australia,NSW,2477,Welch Hill,35454,926
Australia,VIC,3143,Spenser Terrace,3403,927
Australia,NSW,2770,Oneill Parkway,6,928
Australia,NSW,2195,Ridge Oak Center,243,929
Australia,NSW,2036,Eastlawn Crossing,4,930
Australia,NSW,2575,Farwell Crossing,33,931
Australia,VIC,3400,Reindahl Point,5,932
Australia,NSW,2145,Valley Edge Junction,8882,933
Australia,VIC,3037,Cordelia Alley,633,934
Australia,NSW,2233,Dennis Hill,32,935
Australia,QLD,4570,Anniversary Pass,54905,936
Australia,QLD,4507,Gale Street,5,937
Australia,QLD,4220,Burning Wood Plaza,5413,938
Australia,NSW,2113,Morrow Court,6183,939
Australia,VIC,3799,Colorado Trail,9,940
Australia,QLD,4505,Ronald Regan Alley,627,941
Australia,NSW,2229,Eagle Crest Plaza,93446,942
Australia,VIC,3021,Clyde Gallagher Plaza,9,943
Australia,NSW,2443,Petterle Street,56709,944
Australia,NSW,2010,Coolidge Parkway,221,945
Australia,QLD,4218,Jana Court,33564,946
Australia,NSW,2570,Starling Crossing,7,947
Australia,VIC,3752,Ryan Street,283,948
Australia,QLD,4720,Aberg Pass,97,949
Australia,VIC,3177,Menomonie Avenue,0,950
Australia,NSW,2192,Carpenter Parkway,20,951
Australia,NSW,2069,Ramsey Street,14796,952
Australia,VIC,3111,Forest Dale Point,1346,953
Australia,NSW,2023,Meadow Vale Point,217,954
Australia,NSW,2033,Saint Paul Lane,341,955
Australia,VIC,3030,Village Green Park,7823,956
Australia,NSW,2148,Dayton Lane,382,957
Australia,VIC,3147,Kennedy Trail,4,958
Australia,NSW,2196,Gale Park,4364,959
Australia,NSW,2089,Dorton Pass,2379,960
Australia,NSW,2641,Hintze Hill,5,961
Australia,QLD,4212,High Crossing Place,58,962
Australia,VIC,3241,Ridgeway Court,1,963
Australia,NSW,2450,Park Meadow Terrace,0,964
Australia,QLD,4209,Harper Circle,29419,965
Australia,NSW,2026,Judy Drive,1601,966
Australia,VIC,3428,Larry Trail,7628,967
Australia,QLD,4227,Lawn Trail,4,968
Australia,VIC,3806,Dahle Parkway,42,969
Australia,QLD,4034,Meadow Vale Lane,1472,970
Australia,NSW,2760,Old Gate Junction,95,971
Australia,VIC,3175,Fairfield Court,55,972
Australia,NSW,2558,Bunker Hill Trail,92,973
Australia,NSW,2460,Boyd Junction,1,974
Australia,VIC,3173,Monica Park,938,975
Australia,NSW,2289,Monument Alley,26204,976
Australia,NSW,2031,Grayhawk Plaza,36,977
Australia,NSW,2250,Hudson Trail,8276,978
Australia,NSW,2027,Starling Alley,3638,979
Australia,VIC,3111,Canary Pass,7380,980
Australia,QLD,4500,Debs Trail,9,981
Australia,QLD,4825,Shasta Drive,82,982
Australia,QLD,4213,Goodland Center,9,983
Australia,QLD,4161,Amoth Trail,4,984
Australia,QLD,4018,Butternut Trail,730,985
Australia,NSW,2560,Service Park,21780,986
Australia,VIC,3757,Huxley Center,745,987
Australia,VIC,3073,Hazelcrest Junction,45,988
Australia,NSW,2871,Porter Trail,84019,989
Australia,VIC,3141,Laurel Alley,64211,990
Australia,QLD,4034,Meadow Valley Road,31369,991
Australia,NSW,2194,Texas Alley,8298,992
Australia,NSW,2146,Continental Center,1,993
Australia,NSW,2768,Melrose Alley,465,994
Australia,VIC,3073,Mcguire Plaza,5357,995
Australia,VIC,3136,Texas Trail,4757,996
Australia,QLD,4869,Sunfield Center,27,997
Australia,VIC,3127,Bartelt Parkway,656,998
Australia,QLD,4078,Lakewood Gardens Point,610,999
Australia,VIC,3182,Lukken Plaza,61,1000
Australia,NSW,2165,Holmberg Way,67,1001
Australia,VIC,3046,Fair Oaks Circle,3383,1002
Australia,NSW,2066,Vermont Avenue,2,1003
Australia,NSW,2065,Atwood Pass,486,1004
Australia,QLD,4380,Loftsgordon Pass,5,1005
Australia,NSW,2340,Butternut Pass,570,1006
Australia,NSW,2769,Grayhawk Pass,63,1007
Australia,QLD,4220,5th Street,44594,1008
Australia,NSW,2179,Elmside Drive,495,1009
Australia,NSW,2527,Macpherson Avenue,9,1010
Australia,VIC,3024,Division Street,738,1011
Australia,VIC,3934,Sheridan Circle,5,1012
Australia,NSW,2027,Lunder Drive,42,1013
Australia,VIC,3109,Hayes Court,3,1014
Australia,NSW,2540,Sachtjen Point,711,1015
Australia,NSW,2145,Nevada Lane,16395,1016
Australia,NSW,2761,Cody Terrace,996,1017
Australia,NSW,2136,Corben Alley,80424,1018
Australia,NSW,2145,Golf View Terrace,37208,1019
Australia,VIC,3124,Golden Leaf Center,1128,1020
Australia,VIC,3046,Stone Corner Alley,4885,1021
Australia,NSW,2153,Hudson Crossing,66,1022
Australia,NSW,2069,Wayridge Alley,5287,1023
Australia,NSW,2046,Cody Lane,15393,1024
Australia,NSW,2484,Mcbride Center,1,1025
Australia,VIC,3225,Shelley Alley,4870,1026
Australia,QLD,4053,Del Mar Crossing,65634,1027
Australia,VIC,3145,Melvin Drive,8572,1028
Australia,QLD,4068,Bay Point,5549,1029
Australia,NSW,2324,Forest Circle,9,1030
Australia,NSW,2214,Kedzie Hill,6,1031
Australia,NSW,2041,Hoffman Court,60601,1032
Australia,NSW,2031,Scoville Drive,1715,1033
Australia,VIC,3809,Laurel Trail,85,1034
Australia,NSW,2454,Almo Center,3082,1035
Australia,QLD,4556,Melvin Plaza,27135,1036
Australia,NSW,2065,Kinsman Pass,40,1037
Australia,NSW,2216,Green Road,94,1038
Australia,QLD,4573,Spohn Plaza,91,1039
Australia,QLD,4570,Jana Drive,5,1040
Australia,NSW,2154,Pepper Wood Avenue,201,1041
Australia,NSW,2171,Haas Way,4408,1042
Australia,NSW,2871,Pawling Trail,6,1043
Australia,VIC,3034,Hoepker Road,31111,1044
Australia,VIC,3082,Lighthouse Bay Lane,79,1045
Australia,NSW,2131,Forster Road,2354,1046
Australia,VIC,3207,Vernon Court,5271,1047
Australia,VIC,3184,Declaration Hill,6,1048
Australia,NSW,2250,5th Alley,7716,1049
Australia,NSW,2118,Pennsylvania Hill,10,1050
Australia,NSW,2570,Huxley Crossing,2330,1051
Australia,NSW,2260,Hanson Lane,5811,1052
Australia,NSW,2065,Main Crossing,7,1053
Australia,VIC,3977,Spenser Plaza,682,1054
Australia,NSW,2016,Riverside Parkway,1149,1055
Australia,NSW,2112,Pine View Lane,1176,1056
Australia,NSW,2137,Sachtjen Avenue,22,1057
Australia,NSW,2228,Pankratz Crossing,6,1058
Australia,NSW,2217,Acker Crossing,6988,1059
Australia,NSW,2223,Mccormick Street,9993,1060
Australia,NSW,2018,Holmberg Circle,7,1061
Australia,VIC,3109,Village Green Circle,7,1062
Australia,NSW,2315,Tennessee Parkway,4044,1063
Australia,NSW,2170,Emmet Lane,4297,1064
Australia,QLD,4053,Sycamore Drive,6,1065
Australia,QLD,4300,Barby Road,6,1066
Australia,NSW,2619,Summerview Park,37495,1067
Australia,NSW,2452,Center Crossing,3,1068
Australia,NSW,2229,Burrows Way,19386,1069
Australia,NSW,2800,Quincy Trail,4,1070
Australia,NSW,2880,Westport Parkway,69881,1071
Australia,NSW,2515,Ramsey Road,44,1072
Australia,QLD,4020,Raven Plaza,12764,1073
Australia,NSW,2193,Petterle Way,356,1074
Australia,NSW,2064,Fallview Lane,2827,1075
Australia,QLD,4220,Del Sol Road,7,1076
Australia,NSW,2450,Basil Junction,5415,1077
Australia,QLD,4152,Warbler Court,9,1078
Australia,QLD,4035,David Hill,847,1079
Australia,NSW,2322,Hoepker Avenue,24596,1080
Australia,QLD,4509,Mesta Hill,75,1081
Australia,VIC,3138,Mandrake Terrace,7258,1082
Australia,VIC,3029,Scoville Terrace,84741,1083
Australia,VIC,3441,Rowland Plaza,4328,1084
Australia,VIC,3136,Maywood Crossing,332,1085
Australia,NSW,2121,Graceland Crossing,6026,1086
Australia,VIC,3023,Fremont Court,0,1087
Australia,VIC,3337,Artisan Center,5515,1088
Australia,NSW,2216,Nevada Pass,0,1089
Australia,QLD,4074,Heffernan Junction,6,1090
Australia,NSW,2101,Onsgard Center,4,1091
Australia,NSW,2153,Division Way,37,1092
Australia,NSW,2164,Fisk Plaza,9623,1093
Australia,NSW,2160,Homewood Way,9419,1094
Australia,NSW,2756,Spaight Junction,26349,1095
Australia,QLD,4510,Forest Avenue,1063,1096
Australia,NSW,2075,Dahle Lane,548,1097
Australia,NSW,2647,Barby Road,4,1098
Australia,NSW,2154,Luster Court,258,1099
Australia,NSW,2565,Lien Center,22669,1100
Australia,NSW,2731,Autumn Leaf Court,9,1101
Australia,VIC,3185,Superior Plaza,9,1102
Australia,NSW,2164,Dexter Road,86603,1103
Australia,NSW,2323,Ridgeview Park,8,1104
Australia,VIC,3130,Ramsey Junction,4754,1105
Australia,VIC,3757,Dayton Alley,9,1106
Australia,VIC,3284,Carey Center,8,1107
Australia,NSW,2204,Thackeray Junction,915,1108
Australia,NSW,2037,3rd Road,515,1109
Australia,QLD,4211,Roth Pass,184,1110
Australia,NSW,2153,Porter Alley,84,1111
Australia,NSW,2527,Ruskin Circle,79494,1112
Australia,NSW,2747,Schiller Junction,98,1113
Australia,NSW,2152,Katie Circle,20519,1114
Australia,NSW,2118,Oneill Place,2273,1115
Australia,NSW,2168,6th Alley,3,1116
Australia,NSW,2067,Hanover Park,8548,1117
Australia,VIC,3021,Lindbergh Center,4079,1118
Australia,NSW,2573,Grasskamp Lane,338,1119
Australia,NSW,2118,3rd Drive,355,1120
Australia,NSW,2759,Esker Center,182,1121
Australia,VIC,3185,Sheridan Road,48,1122
Australia,NSW,2206,Mitchell Center,1879,1123
Australia,QLD,4869,7th Place,81114,1124
Australia,QLD,4226,Nevada Park,1,1125
Australia,NSW,2062,Buell Point,6,1126
Australia,QLD,4814,Debra Drive,4284,1127
Australia,VIC,3076,Hansons Street,8,1128
Australia,QLD,4815,Roxbury Junction,7674,1129
Australia,NSW,2076,Sugar Way,771,1130
Australia,NSW,2539,Judy Road,1792,1131
Australia,NSW,2147,Melvin Hill,92,1132
Australia,VIC,3184,Merry Lane,592,1133
Australia,QLD,4503,Dapin Park,6,1134
Australia,QLD,4127,Holmberg Park,3,1135
Australia,NSW,2206,Graceland Way,8587,1136
Australia,VIC,3162,Messerschmidt Trail,91,1137
Australia,NSW,2526,Bayside Terrace,5998,1138
Australia,NSW,2579,Moland Court,107,1139
Australia,NSW,2177,7th Terrace,4439,1140
Australia,VIC,3165,Dennis Alley,2272,1141
Australia,VIC,3201,Scofield Plaza,0,1142
Australia,NSW,2768,Brickson Park Crossing,51152,1143
Australia,NSW,2160,Coleman Street,4668,1144
Australia,NSW,2148,Moland Junction,8,1145
Australia,QLD,4502,Raven Junction,1,1146
Australia,NSW,2166,Acker Alley,40570,1147
Australia,QLD,4551,Petterle Trail,893,1148
Australia,QLD,4127,Monument Terrace,84,1149
Australia,NSW,2222,Bay Junction,103,1150
Australia,NSW,2710,Havey Place,9618,1151
Australia,QLD,4510,Veith Hill,98,1152
Australia,NSW,2090,Shoshone Lane,3058,1153
Australia,VIC,3038,Browning Plaza,7975,1154
Australia,VIC,3551,Cambridge Point,154,1155
Australia,NSW,2250,Sachs Point,3,1156
Australia,QLD,4122,Mayfield Way,386,1157
Australia,VIC,3031,Merchant Plaza,24,1158
Australia,VIC,3145,Oneill Park,353,1159
Australia,VIC,3142,Lukken Lane,92867,1160
Australia,NSW,2710,Corscot Plaza,11,1161
Australia,NSW,2576,Buhler Plaza,13,1162
Australia,QLD,4209,Mayfield Trail,72673,1163
Australia,VIC,3442,Moose Pass,42739,1164
Australia,NSW,2153,Atwood Lane,3,1165
Australia,QLD,4064,Prentice Point,378,1166
Australia,QLD,4152,Forest Run Drive,95,1167
Australia,NSW,2230,Main Road,20,1168
Australia,NSW,2127,Cherokee Hill,71,1169
Australia,NSW,2529,Summer Ridge Way,698,1170
Australia,NSW,2170,Grasskamp Center,79,1171
