transaction_id;product_id;customer_id;transaction_date;online_order;order_status;brand;product_line;product_class;product_size;list_price;standard_cost
6184;87;1483;12/1/17;False;Approved;Giant Bicycles;Standard;high;medium;1179;707,40
6185;13;2894;2/2/17;True;Approved;Solex;Standard;medium;medium;1163,89;589,27
6186;69;212;6/26/17;False;Approved;Giant Bicycles;Road;medium;medium;792,9;594,68
6187;45;2772;12/5/17;True;Approved;Solex;Standard;medium;medium;441,49;84,99
6188;81;133;3/30/17;False;Approved;Norco Bicycles;Standard;medium;small;586,45;521,94
6189;35;249;6/21/17;True;Approved;Giant Bicycles;Standard;medium;medium;1403,5;954,82
6190;0;2919;8/7/17;False;Approved;Solex;Standard;medium;medium;71,49;53,62
6191;50;1785;6/12/17;False;Approved;WeareA2B;Standard;medium;small;175,89;131,92
6192;15;154;12/7/17;False;Approved;Norco Bicycles;Standard;low;medium;958,74;748,90
6193;70;3408;5/5/17;False;Approved;Trek Bicycles;Standard;high;medium;495,72;297,43
6194;100;664;7/19/17;False;Approved;Trek Bicycles;Standard;medium;small;1386,84;1234,29
6195;60;1506;3/21/17;True;Approved;Giant Bicycles;Standard;high;small;1977,36;1759,85
6196;85;2890;7/18/17;False;Approved;WeareA2B;Standard;medium;medium;752,64;205,36
6197;18;1581;10/22/17;False;Approved;Solex;Standard;medium;medium;575,27;431,45
6198;58;1700;6/10/17;True;Approved;OHM Cycles;Road;medium;medium;1280,28;829,51
6199;95;2353;1/19/17;False;Approved;Giant Bicycles;Standard;medium;large;569,56;528,43
6200;69;3477;10/25/17;True;Approved;Giant Bicycles;Road;medium;medium;792,9;594,68
6201;70;386;8/17/17;False;Approved;Trek Bicycles;Standard;high;medium;495,72;297,43
6202;27;66;2/17/17;False;Approved;Trek Bicycles;Standard;low;medium;1057,51;154,40
6203;33;1422;2/11/17;True;Cancelled;Giant Bicycles;Standard;medium;small;1311,44;1167,18
6204;93;253;6/28/17;False;Approved;WeareA2B;Standard;medium;medium;1065,03;230,09
6205;92;312;12/16/17;False;Approved;WeareA2B;Standard;medium;small;1415,01;1259,36
6206;84;2717;6/13/17;True;Approved;Trek Bicycles;Road;medium;medium;290,62;215,14
6207;92;2015;9/30/17;True;Approved;WeareA2B;Standard;medium;small;1415,01;1259,36
6208;99;2958;4/19/17;True;Approved;OHM Cycles;Standard;medium;medium;1227,34;770,89
6209;90;1494;12/12/17;False;Approved;Norco Bicycles;Standard;low;medium;363,01;290,41
6210;0;1390;12/3/17;False;Approved;OHM Cycles;Standard;high;medium;227,88;136,73
6211;9;3170;10/7/17;True;Approved;OHM Cycles;Road;medium;medium;742,54;667,40
6212;94;1884;8/5/17;True;Approved;Giant Bicycles;Standard;medium;large;1635,3;993,66
6213;99;3320;8/7/17;False;Approved;Trek Bicycles;Road;low;small;1720,7;1531,42
6214;77;2318;10/21/17;False;Approved;Norco Bicycles;Road;medium;large;1240,31;795,10
6215;81;799;3/19/17;True;Approved;Norco Bicycles;Standard;medium;small;586,45;521,94
6216;75;579;10/21/17;False;Approved;Giant Bicycles;Touring;medium;large;1873,97;863,95
6217;92;1564;12/17/17;True;Approved;WeareA2B;Standard;medium;small;1415,01;1259,36
6218;52;2635;5/26/17;False;Approved;OHM Cycles;Road;medium;medium;1280,28;829,51
6219;64;3230;3/23/17;True;Approved;Trek Bicycles;Standard;medium;large;1469,44;596,55
6220;38;3081;9/15/17;True;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
6221;22;652;7/12/17;False;Approved;Solex;Standard;medium;medium;575,27;431,45
6222;44;371;10/29/17;False;Approved;WeareA2B;Standard;medium;medium;1769,64;108,76
6223;73;2238;7/20/17;True;Approved;Solex;Standard;medium;medium;1945,43;333,18
6224;38;1440;3/14/17;False;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
6225;73;1870;4/19/17;False;Approved;Solex;Standard;medium;medium;1945,43;333,18
6226;4;65;8/6/17;False;Approved;Giant Bicycles;Standard;high;medium;1129,13;677,48
6227;74;1935;6/5/17;True;Approved;WeareA2B;Standard;medium;medium;1228,07;400,91
6228;16;1278;3/16/17;False;Approved;Norco Bicycles;Standard;high;small;1661,92;1479,11
6229;38;1476;11/15/17;False;Approved;Solex;Standard;medium;medium;1577,53;826,51
6230;51;1272;6/23/17;False;Approved;OHM Cycles;Standard;high;medium;2005,66;1203,40
6231;7;33;9/12/17;False;Approved;Trek Bicycles;Road;low;medium;980,37;234,43
6232;3;3045;6/9/17;True;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
6233;63;1372;3/6/17;False;Approved;Solex;Standard;medium;medium;1483,2;99,59
6234;0;962;6/25/17;False;Approved;OHM Cycles;Standard;high;medium;227,88;136,73
6235;26;2225;3/15/17;False;Approved;WeareA2B;Standard;medium;medium;1992,93;762,63
6236;30;1089;5/17/17;False;Approved;Solex;Standard;high;medium;748,17;448,90
6237;75;1959;2/9/17;False;Approved;Giant Bicycles;Touring;medium;large;1873,97;863,95
6238;92;1431;1/5/17;True;Approved;WeareA2B;Standard;medium;small;1415,01;1259,36
6239;72;821;11/27/17;True;Approved;Norco Bicycles;Standard;medium;medium;360,4;270,30
6240;0;784;3/2/17;True;Approved;OHM Cycles;Road;high;large;12,01;7,21
6241;28;2986;2/18/17;True;Approved;Norco Bicycles;Standard;medium;small;1216,14;1082,36
6242;50;912;7/26/17;False;Approved;WeareA2B;Standard;medium;small;175,89;131,92
6243;9;188;11/21/17;False;Approved;Norco Bicycles;Standard;medium;small;1216,14;1082,36
6244;32;854;1/24/17;False;Approved;Giant Bicycles;Standard;medium;medium;642,7;211,37
6245;16;2946;5/14/17;True;Approved;Norco Bicycles;Standard;high;small;1661,92;1479,11
6246;1;3142;1/9/17;True;Approved;Giant Bicycles;Standard;medium;medium;1403,5;954,82
6247;59;2953;10/1/17;False;Approved;WeareA2B;Standard;medium;small;1415,01;1259,36
6248;31;323;3/2/17;False;Approved;Giant Bicycles;Standard;medium;medium;230,91;173,18
6249;31;3213;10/23/17;True;Approved;Giant Bicycles;Standard;medium;medium;230,91;173,18
6250;52;3111;1/15/17;;Approved;OHM Cycles;Road;medium;medium;1280,28;829,51
6251;0;3102;8/31/17;True;Approved;;;;;1061,92;
6252;59;759;12/7/17;True;Approved;WeareA2B;Standard;medium;small;1415,01;1259,36
6253;4;1310;11/1/17;False;Approved;Solex;Standard;medium;medium;1483,2;99,59
6254;15;2923;5/26/17;True;Approved;Norco Bicycles;Standard;low;medium;958,74;748,90
6255;0;1821;10/20/17;False;Approved;Solex;Standard;medium;medium;100,35;75,26
6256;52;2371;6/13/17;False;Approved;Solex;Road;medium;large;1777,8;820,78
6257;77;951;10/8/17;False;Approved;Norco Bicycles;Road;medium;large;1240,31;795,10
6258;12;2654;9/12/17;False;Approved;WeareA2B;Standard;medium;medium;1231,15;161,60
6259;73;44;4/28/17;True;Approved;Solex;Standard;medium;medium;1945,43;333,18
6260;63;1132;10/18/17;True;Approved;Solex;Standard;medium;medium;1483,2;99,59
6261;28;1521;9/26/17;True;Approved;Norco Bicycles;Standard;medium;small;1216,14;1082,36
6262;26;3399;4/4/17;False;Approved;WeareA2B;Standard;medium;medium;1992,93;762,63
6263;16;685;7/13/17;True;Approved;Norco Bicycles;Standard;high;small;1661,92;1479,11
6264;48;2573;6/25/17;False;Approved;WeareA2B;Standard;medium;medium;1762,96;950,52
6265;45;44;9/29/17;False;Approved;Solex;Standard;medium;medium;441,49;84,99
6266;69;1990;4/24/17;True;Approved;Norco Bicycles;Road;medium;large;1240,31;795,10
6267;3;724;9/2/17;True;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
6268;81;2944;7/13/17;False;Approved;Norco Bicycles;Standard;medium;small;586,45;521,94
6269;0;2121;1/10/17;False;Approved;;;;;1502,93;
6270;45;84;4/4/17;False;Approved;Solex;Standard;medium;medium;441,49;84,99
6271;98;1706;4/17/17;True;Approved;OHM Cycles;Standard;medium;medium;795,34;101,58
6272;91;1707;9/8/17;False;Approved;WeareA2B;Standard;low;medium;642,31;513,85
6273;35;392;4/15/17;True;Approved;Trek Bicycles;Standard;low;medium;1057,51;154,40
6274;76;2214;4/25/17;True;Approved;WeareA2B;Road;low;small;1172,78;1043,77
6275;22;3209;1/25/17;False;Approved;WeareA2B;Standard;medium;medium;60,34;45,26
6276;22;2073;12/12/17;False;Cancelled;Solex;Standard;medium;medium;575,27;431,45
6277;2;156;6/18/17;False;Approved;Solex;Standard;medium;medium;71,49;53,62
6278;100;1893;1/27/17;False;Approved;Norco Bicycles;Road;medium;medium;1036,59;206,35
6279;79;1972;9/6/17;False;Approved;Norco Bicycles;Standard;medium;medium;1555,58;818,01
6280;8;3470;9/18/17;False;Approved;Solex;Road;medium;small;1703,52;1516,13
6281;48;2861;10/18/17;True;Approved;WeareA2B;Standard;medium;medium;1762,96;950,52
6282;64;1623;12/1/17;False;Approved;Giant Bicycles;Standard;high;small;1977,36;1759,85
6283;7;1696;10/22/17;True;Approved;Giant Bicycles;Standard;medium;small;1311,44;1167,18
6284;58;2629;3/17/17;True;Approved;OHM Cycles;Road;medium;medium;1280,28;829,51
6285;9;767;11/18/17;True;Approved;Norco Bicycles;Standard;medium;small;1216,14;1082,36
6286;74;2146;1/4/17;True;Approved;WeareA2B;Standard;medium;medium;1228,07;400,91
6287;32;1260;8/7/17;False;Approved;Giant Bicycles;Standard;medium;medium;642,7;211,37
6288;43;740;10/30/17;True;Approved;Solex;Standard;medium;medium;1151,96;649,49
6289;97;2217;5/12/17;True;Approved;Solex;Standard;medium;large;202,62;151,96
6290;25;199;12/15/17;True;Approved;Giant Bicycles;Road;medium;medium;1538,99;829,65
6291;4;2866;10/13/17;False;Approved;Solex;Standard;medium;medium;1483,2;99,59
6292;42;3331;6/28/17;False;Approved;OHM Cycles;Road;medium;small;1810;1610,90
6293;10;124;3/18/17;True;Approved;Solex;Standard;medium;medium;1945,43;333,18
6294;2;627;11/2/17;False;Approved;Giant Bicycles;Road;low;small;590,26;525,33
6295;55;668;12/24/17;False;Approved;Trek Bicycles;Road;medium;large;1894,19;598,76
6296;62;2620;7/3/17;True;Approved;Solex;Standard;medium;medium;478,16;298,72
6297;53;1221;2/26/17;False;Approved;Giant Bicycles;Standard;high;medium;1274,93;764,96
6298;23;3361;2/16/17;False;Approved;Norco Bicycles;Mountain;low;small;688,63;612,88
6299;3;153;10/2/17;True;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
6300;19;108;12/14/17;True;Approved;Trek Bicycles;Mountain;low;medium;574,64;459,71
6301;22;1094;1/15/17;True;Approved;Solex;Standard;medium;medium;575,27;431,45
6302;30;788;11/21/17;True;Approved;Solex;Standard;high;medium;748,17;448,90
6303;0;2389;10/20/17;True;Approved;OHM Cycles;Road;high;large;12,01;7,21
6304;0;2109;1/31/17;True;Approved;Solex;Standard;medium;medium;100,35;75,26
6305;17;2885;7/12/17;True;Approved;Solex;Standard;high;medium;1024,66;614,80
6306;81;321;6/11/17;True;Approved;Norco Bicycles;Standard;medium;small;586,45;521,94
6307;37;1002;3/17/17;True;Approved;OHM Cycles;Standard;low;medium;1793,43;248,82
6308;82;412;2/13/17;True;Approved;Giant Bicycles;Road;medium;medium;1538,99;829,65
6309;69;3500;1/9/17;True;Approved;Giant Bicycles;Road;medium;medium;792,9;594,68
6310;45;1539;6/13/17;True;Approved;Solex;Standard;medium;medium;441,49;84,99
6311;69;2537;6/15/17;False;Approved;Giant Bicycles;Road;medium;medium;792,9;594,68
6312;99;829;9/27/17;False;Approved;Trek Bicycles;Road;low;small;1720,7;1531,42
6313;14;1164;2/14/17;False;Approved;Trek Bicycles;Standard;medium;small;1386,84;1234,29
6314;38;672;2/25/17;True;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
6315;33;2411;3/29/17;True;Approved;OHM Cycles;Road;medium;small;1810;1610,90
6316;79;1986;8/31/17;True;Approved;Norco Bicycles;Standard;medium;medium;1555,58;818,01
6317;36;607;8/3/17;False;Approved;Solex;Standard;low;medium;945,04;507,58
6318;17;938;9/13/17;False;Approved;Solex;Standard;high;medium;1024,66;614,80
6319;90;1255;4/16/17;False;Approved;Norco Bicycles;Standard;low;medium;363,01;290,41
6320;59;335;1/20/17;True;Approved;Solex;Standard;medium;large;1061,56;733,58
6321;71;1277;11/5/17;True;Approved;Solex;Standard;high;large;1842,92;1105,75
6322;56;1218;10/12/17;False;Approved;OHM Cycles;Standard;medium;medium;183,86;137,90
6323;19;467;2/28/17;False;Approved;OHM Cycles;Road;high;large;12,01;7,21
6324;87;1123;3/22/17;True;Approved;Giant Bicycles;Standard;high;medium;1179;707,40
6325;51;1430;7/7/17;True;Approved;OHM Cycles;Standard;high;medium;2005,66;1203,40
6326;62;2547;1/25/17;True;Approved;Solex;Standard;medium;medium;478,16;298,72
6327;43;3441;1/25/17;False;Approved;Norco Bicycles;Standard;medium;medium;1555,58;818,01
6328;61;249;1/24/17;False;Approved;Norco Bicycles;Standard;medium;small;586,45;521,94
6329;1;762;5/12/17;True;Approved;Giant Bicycles;Standard;medium;medium;1403,5;954,82
6330;6;843;9/29/17;False;Approved;OHM Cycles;Standard;high;medium;227,88;136,73
6331;31;2949;12/17/17;True;Approved;Giant Bicycles;Standard;medium;medium;230,91;173,18
6332;95;383;5/1/17;True;Approved;Giant Bicycles;Standard;medium;large;569,56;528,43
6333;11;3163;6/13/17;False;Approved;Giant Bicycles;Standard;high;medium;1274,93;764,96
6334;38;2784;3/10/17;False;Approved;Solex;Standard;medium;medium;1577,53;826,51
6335;57;1961;2/4/17;True;Approved;WeareA2B;Touring;medium;large;1890,39;260,14
6336;8;590;5/5/17;False;Approved;Solex;Road;medium;small;1703,52;1516,13
6337;95;2464;7/18/17;True;Approved;Giant Bicycles;Standard;medium;large;569,56;528,43
6338;60;343;8/19/17;True;Approved;Giant Bicycles;Standard;high;small;1977,36;1759,85
6339;66;2316;11/14/17;False;Approved;Giant Bicycles;Road;low;small;590,26;525,33
6340;36;1973;1/28/17;True;Approved;Solex;Standard;low;medium;1289,85;74,51
6341;61;649;3/17/17;True;Approved;OHM Cycles;Standard;low;medium;71,16;56,93
6342;61;1522;11/25/17;False;Approved;OHM Cycles;Standard;low;medium;71,16;56,93
6343;65;1602;9/21/17;False;Cancelled;WeareA2B;Standard;medium;medium;1807,45;778,69
6344;49;1629;12/29/17;True;Approved;Trek Bicycles;Road;medium;medium;533,51;400,13
6345;46;2349;11/6/17;False;Approved;OHM Cycles;Standard;low;medium;1793,43;248,82
6346;89;2106;11/12/17;True;Approved;Giant Bicycles;Standard;medium;large;1812,75;582,48
6347;3;2007;12/7/17;False;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
6348;54;897;8/21/17;False;Approved;WeareA2B;Standard;medium;medium;1292,84;13,44
6349;71;2016;7/2/17;False;Approved;Solex;Standard;high;large;1842,92;1105,75
6350;22;2800;10/5/17;False;Approved;WeareA2B;Standard;medium;medium;60,34;45,26
6351;86;1204;6/13/17;True;Approved;OHM Cycles;Standard;medium;medium;235,63;125,07
6352;79;733;5/23/17;False;Approved;Norco Bicycles;Standard;medium;medium;1555,58;818,01
6353;64;2604;2/1/17;True;Approved;Trek Bicycles;Standard;medium;large;1469,44;596,55
6354;27;1864;9/13/17;True;Approved;Trek Bicycles;Standard;medium;medium;499,53;388,72
6355;1;498;1/18/17;True;Approved;Giant Bicycles;Touring;medium;large;1873,97;863,95
6356;6;1471;9/20/17;;Approved;OHM Cycles;Standard;high;medium;227,88;136,73
6357;81;1242;11/10/17;True;Approved;Solex;Standard;medium;medium;1151,96;649,49
6358;59;1207;10/17/17;False;Approved;Solex;Standard;medium;large;1061,56;733,58
6359;88;3039;3/31/17;True;Approved;Norco Bicycles;Standard;medium;medium;1198,46;381,10
6360;78;486;3/10/17;False;Approved;Giant Bicycles;Standard;medium;large;1765,3;709,48
6361;17;3114;8/12/17;False;Approved;Solex;Standard;high;medium;1024,66;614,80
6362;19;611;11/23/17;True;Approved;OHM Cycles;Road;high;large;12,01;7,21
6363;74;1182;11/16/17;False;Approved;WeareA2B;Standard;medium;medium;1228,07;400,91
6364;33;1362;4/18/17;True;Approved;Giant Bicycles;Standard;medium;small;1311,44;1167,18
6365;85;2731;12/27/17;False;Approved;WeareA2B;Standard;medium;medium;752,64;205,36
6366;0;1013;3/14/17;True;Approved;OHM Cycles;Standard;medium;medium;183,86;137,90
6367;0;1390;8/26/17;False;Approved;Solex;Standard;medium;medium;478,16;298,72
6368;36;2966;11/28/17;True;Approved;Solex;Standard;low;medium;945,04;507,58
6369;41;631;12/14/17;True;Approved;Solex;Road;medium;medium;416,98;312,74
6370;41;609;3/14/17;True;Approved;Solex;Road;medium;medium;416,98;312,74
6371;25;609;11/24/17;False;Approved;Giant Bicycles;Road;medium;medium;1538,99;829,65
6372;0;1714;1/11/17;False;Approved;Solex;Standard;medium;medium;71,49;53,62
6373;30;2851;12/21/17;False;Approved;Solex;Standard;high;medium;748,17;448,90
6374;52;3283;9/5/17;False;Approved;OHM Cycles;Road;medium;medium;1280,28;829,51
6375;45;867;1/3/17;True;Approved;Solex;Standard;medium;medium;441,49;84,99
6376;50;2418;6/6/17;False;Approved;WeareA2B;Standard;medium;small;175,89;131,92
6377;36;3064;2/25/17;True;Approved;Solex;Standard;low;medium;945,04;507,58
6378;94;65;2/20/17;;Approved;Giant Bicycles;Standard;medium;large;1635,3;993,66
6379;69;3093;1/20/17;False;Approved;Norco Bicycles;Road;medium;large;1240,31;795,10
6380;96;1335;11/8/17;False;Approved;WeareA2B;Road;low;small;1172,78;1043,77
6381;23;2755;8/6/17;True;Approved;Norco Bicycles;Mountain;low;small;688,63;612,88
6382;50;1432;7/21/17;True;Approved;Giant Bicycles;Standard;medium;medium;642,7;211,37
6383;7;3117;6/8/17;True;Approved;Trek Bicycles;Road;low;medium;980,37;234,43
6384;93;2386;2/22/17;False;Approved;WeareA2B;Standard;medium;medium;1065,03;230,09
6385;70;233;9/1/17;True;Approved;Trek Bicycles;Standard;high;medium;495,72;297,43
6386;21;1137;12/25/17;False;Approved;Solex;Standard;medium;large;1071,23;380,74
6387;54;1103;11/17/17;True;Approved;WeareA2B;Standard;medium;medium;1807,45;778,69
6388;66;2544;2/14/17;True;Approved;Giant Bicycles;Road;low;small;590,26;525,33
6389;70;2036;6/4/17;True;Approved;Trek Bicycles;Standard;high;medium;495,72;297,43
6390;49;3180;8/7/17;False;Approved;Trek Bicycles;Road;medium;medium;533,51;400,13
6391;71;2104;3/12/17;False;Approved;Solex;Standard;high;large;1842,92;1105,75
6392;32;1472;7/3/17;False;Approved;Giant Bicycles;Standard;medium;medium;642,7;211,37
6393;76;397;2/3/17;False;Approved;WeareA2B;Standard;low;medium;642,31;513,85
6394;82;769;2/23/17;False;Approved;Norco Bicycles;Standard;high;medium;1148,64;689,18
6395;71;2768;2/1/17;True;Approved;Solex;Standard;high;large;1842,92;1105,75
6396;0;2196;3/11/17;True;Approved;Solex;Standard;medium;medium;478,16;298,72
6397;27;684;3/7/17;True;Approved;Trek Bicycles;Standard;medium;medium;499,53;388,72
6398;72;2575;12/20/17;False;Approved;OHM Cycles;Standard;medium;medium;912,52;141,40
6399;66;1098;6/8/17;True;Approved;Giant Bicycles;Road;low;small;590,26;525,33
6400;22;3101;3/13/17;;Approved;Solex;Standard;medium;medium;575,27;431,45
6401;6;723;2/22/17;False;Approved;OHM Cycles;Standard;high;medium;227,88;136,73
6402;46;2569;5/20/17;True;Approved;Solex;Standard;low;medium;1289,85;74,51
6403;24;711;10/8/17;False;Approved;Solex;Road;medium;large;1777,8;820,78
6404;87;2929;5/27/17;False;Approved;Giant Bicycles;Standard;high;medium;1179;707,40
6405;59;1843;9/9/17;False;Approved;Solex;Standard;medium;large;1061,56;733,58
6406;4;1056;1/3/17;True;Approved;Giant Bicycles;Standard;high;medium;1129,13;677,48
6407;52;594;1/14/17;True;Approved;OHM Cycles;Road;medium;medium;1280,28;829,51
6408;52;1443;8/5/17;True;Approved;OHM Cycles;Road;medium;medium;1280,28;829,51
6409;78;3113;6/19/17;False;Approved;Giant Bicycles;Standard;medium;large;1765,3;709,48
6410;60;3015;11/14/17;True;Approved;Giant Bicycles;Standard;high;small;1977,36;1759,85
6411;5;2829;8/8/17;True;Approved;Giant Bicycles;Standard;high;medium;1129,13;677,48
6412;100;2385;7/21/17;True;Approved;Norco Bicycles;Road;medium;medium;1036,59;206,35
6413;29;1190;4/30/17;True;Approved;Norco Bicycles;Road;medium;medium;543,39;407,54
6414;23;1879;10/26/17;False;Approved;Norco Bicycles;Standard;medium;medium;1198,46;381,10
6415;66;924;6/26/17;;Approved;Giant Bicycles;Road;low;small;590,26;525,33
6416;32;1742;11/1/17;False;Approved;Giant Bicycles;Standard;high;medium;1179;707,40
6417;17;1090;9/2/17;True;Approved;Solex;Standard;high;medium;1024,66;614,80
6418;0;2358;5/14/17;False;Approved;Solex;Standard;medium;medium;100,35;75,26
6419;0;1707;9/3/17;False;Approved;;;;;398,08;
6420;98;1444;11/22/17;False;Approved;Trek Bicycles;Standard;high;medium;358,39;215,03
6421;95;1316;2/5/17;False;Approved;OHM Cycles;Touring;low;medium;1073,07;933,84
6422;29;3210;3/6/17;False;Approved;Norco Bicycles;Road;medium;medium;543,39;407,54
6423;99;1993;10/9/17;False;Approved;Trek Bicycles;Road;low;small;1720,7;1531,42
6424;91;2421;2/6/17;False;Approved;Solex;Standard;medium;medium;100,35;75,26
6425;23;1207;12/17/17;False;Approved;Norco Bicycles;Mountain;low;small;688,63;612,88
6426;39;3114;2/9/17;True;Approved;Giant Bicycles;Standard;medium;large;1812,75;582,48
6427;20;2249;9/9/17;True;Approved;Trek Bicycles;Standard;medium;small;1775,81;1580,47
6428;16;210;6/28/17;True;Approved;Norco Bicycles;Standard;high;small;1661,92;1479,11
6429;9;621;12/28/17;False;Approved;Norco Bicycles;Standard;medium;small;1216,14;1082,36
6430;0;714;10/16/17;True;Approved;;;;;101,55;
6431;4;392;4/13/17;True;Approved;Giant Bicycles;Standard;high;medium;1129,13;677,48
6432;14;2701;1/24/17;True;Approved;Trek Bicycles;Standard;medium;small;1386,84;1234,29
6433;96;48;5/1/17;True;Approved;WeareA2B;Road;low;small;1172,78;1043,77
6434;58;2452;11/15/17;True;Approved;OHM Cycles;Standard;medium;medium;912,52;141,40
6435;36;3332;2/18/17;False;Approved;Solex;Standard;low;medium;945,04;507,58
6436;32;700;9/3/17;False;Approved;Giant Bicycles;Standard;medium;medium;642,7;211,37
6437;5;2867;3/16/17;True;Approved;Giant Bicycles;Standard;high;medium;1129,13;677,48
6438;46;3224;4/1/17;True;Approved;Solex;Standard;low;medium;1289,85;74,51
6439;43;1339;2/5/17;True;Approved;Norco Bicycles;Standard;medium;medium;1555,58;818,01
6440;17;1582;6/30/17;False;Approved;Solex;Standard;high;medium;1024,66;614,80
6441;67;935;9/8/17;False;Approved;Norco Bicycles;Road;medium;medium;544,05;376,84
6442;100;3058;5/19/17;False;Approved;Norco Bicycles;Road;medium;medium;1036,59;206,35
6443;8;2294;9/27/17;False;Approved;Solex;Road;medium;small;1703,52;1516,13
6444;1;2793;10/12/17;True;Approved;Giant Bicycles;Standard;medium;medium;1403,5;954,82
6445;4;1179;12/23/17;False;Approved;Solex;Standard;medium;medium;1483,2;99,59
6446;25;3126;1/28/17;False;Approved;OHM Cycles;Standard;high;medium;2005,66;1203,40
6447;85;1646;3/29/17;False;Approved;WeareA2B;Standard;medium;medium;752,64;205,36
6448;50;649;12/19/17;False;Approved;WeareA2B;Standard;medium;small;175,89;131,92
6449;67;517;5/14/17;False;Approved;Norco Bicycles;Road;medium;medium;544,05;376,84
6450;54;153;1/9/17;True;Approved;WeareA2B;Standard;medium;medium;1292,84;13,44
6451;35;1106;8/13/17;True;Approved;Trek Bicycles;Standard;low;medium;1057,51;154,40
6452;32;3141;7/8/17;True;Approved;Giant Bicycles;Standard;medium;medium;642,7;211,37
6453;1;555;7/18/17;False;Approved;Giant Bicycles;Standard;medium;medium;1403,5;954,82
6454;1;1115;8/8/17;True;Approved;Giant Bicycles;Touring;medium;large;1873,97;863,95
6455;88;2311;7/22/17;True;Approved;Norco Bicycles;Standard;medium;medium;1198,46;381,10
6456;74;2138;8/28/17;True;Approved;WeareA2B;Standard;medium;medium;1762,96;950,52
6457;39;445;2/18/17;True;Approved;Giant Bicycles;Standard;medium;large;1812,75;582,48
6458;60;2983;8/8/17;False;Approved;Giant Bicycles;Standard;high;small;1977,36;1759,85
6459;50;1745;1/1/17;False;Approved;WeareA2B;Standard;medium;small;175,89;131,92
6460;26;1084;4/12/17;True;Approved;WeareA2B;Standard;medium;medium;1992,93;762,63
6461;56;1551;8/22/17;True;Approved;OHM Cycles;Standard;medium;medium;183,86;137,90
6462;0;3239;12/28/17;True;Approved;Norco Bicycles;Standard;low;medium;363,01;290,41
6463;79;525;7/16/17;False;Approved;Norco Bicycles;Standard;medium;medium;1555,58;818,01
6464;0;413;1/6/17;False;Approved;WeareA2B;Standard;medium;small;175,89;131,92
6465;75;583;10/2/17;True;Approved;Giant Bicycles;Touring;medium;large;1873,97;863,95
6466;10;428;8/13/17;True;Approved;Solex;Standard;medium;medium;1945,43;333,18
6467;0;1596;7/20/17;;Approved;Norco Bicycles;Road;medium;medium;544,05;376,84
6468;20;3324;8/18/17;True;Approved;Trek Bicycles;Standard;medium;small;1775,81;1580,47
6469;24;2635;5/20/17;True;Approved;Solex;Road;medium;large;1777,8;820,78
6470;38;1572;6/21/17;False;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
6471;0;406;3/26/17;;Approved;Giant Bicycles;Standard;medium;large;569,56;528,43
6472;16;2309;6/12/17;False;Approved;Norco Bicycles;Standard;high;small;1661,92;1479,11
6473;85;1956;7/17/17;False;Approved;WeareA2B;Standard;medium;medium;752,64;205,36
6474;6;2427;2/14/17;False;Approved;Solex;Standard;high;medium;748,17;448,90
6475;6;3370;4/5/17;;Approved;Solex;Standard;high;medium;748,17;448,90
6476;31;1530;11/17/17;True;Approved;Giant Bicycles;Standard;medium;medium;230,91;173,18
6477;45;1049;7/9/17;True;Approved;Solex;Standard;medium;medium;441,49;84,99
6478;50;328;2/3/17;False;Approved;WeareA2B;Standard;medium;small;175,89;131,92
6479;29;2365;12/29/17;True;Approved;Norco Bicycles;Road;medium;medium;543,39;407,54
6480;72;1684;2/28/17;True;Approved;Norco Bicycles;Standard;medium;medium;360,4;270,30
6481;35;2664;1/10/17;False;Approved;Trek Bicycles;Standard;low;medium;1057,51;154,40
6482;26;1799;11/8/17;False;Approved;WeareA2B;Standard;medium;medium;1992,93;762,63
6483;74;632;4/19/17;False;Approved;WeareA2B;Standard;medium;medium;1228,07;400,91
6484;53;3262;12/16/17;False;Approved;OHM Cycles;Standard;medium;medium;795,34;101,58
6485;24;2406;9/10/17;False;Approved;Solex;Road;medium;large;1777,8;820,78
6486;11;1812;6/10/17;True;Approved;Giant Bicycles;Standard;high;medium;1274,93;764,96
6487;53;311;6/17/17;True;Approved;Giant Bicycles;Standard;high;medium;1274,93;764,96
6488;17;2433;12/4/17;False;Approved;WeareA2B;Touring;medium;large;1362,99;57,74
6489;3;2590;11/10/17;True;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
6490;38;3484;6/20/17;False;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
6491;20;3215;7/29/17;False;Approved;Trek Bicycles;Standard;medium;small;1775,81;1580,47
6492;41;2398;1/14/17;True;Approved;Norco Bicycles;Standard;low;medium;958,74;748,90
6493;54;1262;11/17/17;True;Approved;WeareA2B;Standard;medium;medium;1807,45;778,69
6494;25;369;9/20/17;True;Approved;Giant Bicycles;Road;medium;medium;1538,99;829,65
